x,y,z,cplx,cply,cplz,cprx,cpry,cprz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6294293999671936,0.7892796993255615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.38169065117836,1.6722959280014038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9889508485794067,0.9578285217285156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.65193510055542,-1.2771034240722656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9542266130447388,-4.180739879608154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.776573657989502,-4.735679626464844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.539822578430176,-1.7976337858272018e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.035435199737549,6.314237594604492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.717611312866211,7.525330066680908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.629836082458496,3.1927616596221924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.292819499969482,-3.512037515640259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.2901484966278076,-10.033774375915527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.18258285522461,-10.260636329650879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.079645156860352,3.5952675716544036e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.441457748413086,11.839181900024414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.053513288497925,13.37837028503418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-11.270718574523926,5.427700042724609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-11.93370532989502,-5.746971130371094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.6260826587677,-15.88680648803711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.588571548461914,-15.785606384277344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.61946678161621,-1.617870293557644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.847456932067871,17.364147186279297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.389442443847656,19.231401443481445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-15.911595344543457,7.6626505851745605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-16.57460594177246,-7.98187255859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.962007522583008,-21.739839553833008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.994571685791016,-21.31056785583496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.159290313720703,-2.1571606339421123e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.253509521484375,22.889068603515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.725313663482666,25.084447860717773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20.55247688293457,9.897589683532715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-21.215496063232422,-10.216796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.297882080078125,-27.592884063720703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.40052032470703,-26.8355712890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.69911193847656,-9.886985935736448e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.659420013427734,28.41410255432129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.061220169067383,30.93748664855957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.193359375,12.132530212402344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.856359481811523,-12.451769828796387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.633796691894531,-33.445919036865234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.80663299560547,-32.360443115234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.23893356323242,5.3929012210574e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.06541633605957,33.93906784057617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.397266387939453,36.79049301147461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-29.83429718017578,14.367356300354004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.49724578857422,-14.6867036819458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8.969861030578613,-39.298919677734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.212499618530273,-37.8855094909668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.77875518798828,-0.00013841778854839504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.471567153930664,39.46390914916992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-9.733033180236816,42.64356231689453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-34.475120544433594,16.60240936279297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.13813018798828,-16.9216365814209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.305624961853027,-45.15199279785156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.618656158447266,-43.41035079956055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.318580627441406,7.190534961409867e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.877410888671875,44.98899459838867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-11.068939208984375,48.49660110473633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-39.116004943847656,18.83734893798828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-39.77901840209961,-19.156570434570312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-11.641539573669434,-51.00502395629883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.02466583251953,-48.935302734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.8583984375,8.08935146778822e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.283409118652344,50.51395797729492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-12.405052185058594,54.34959411621094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-43.7569694519043,21.07212257385254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-44.41990280151367,-21.391502380371094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-12.977887153625488,-56.85796356201172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.43027114868164,-54.460594177246094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.39822387695312,-0.0004853611171711236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.6898307800293,56.03858184814453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-13.740981101989746,60.2026252746582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-48.397857666015625,23.307044982910156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-49.06096649169922,-23.626062393188477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-14.313846588134766,-62.71099090576172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.836238861083984,-59.98557662963867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.93804931640625,-0.0005338972550816834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.09587478637695,61.563514709472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-15.07640266418457,66.05577850341797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-53.03855514526367,25.54237174987793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-53.7016716003418,-25.86136817932129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-15.649282455444336,-68.56413269042969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.242698669433594,-65.51016235351562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.47786712646484,0.000107858024421148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.50140380859375,67.08885192871094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-16.412837982177734,71.90869140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-57.67963790893555,27.776887893676758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-58.34255599975586,-28.09630012512207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-16.985197067260742,-74.41716766357422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.648712158203125,-71.03512573242188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.01769256591797,0.00011684619676088914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.90740203857422,72.61381530761719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-17.74876594543457,77.76171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-62.3203010559082,30.012285232543945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-62.983680725097656,-30.33075714111328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-18.32172393798828,-80.27007293701172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.05414581298828,-76.56053924560547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.55751037597656,-0.0006795055232942104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.313987731933594,78.13829803466797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
